property_name,lease_start,rent_change_from_prev_lease,rent_change
"Rivas LLC",2024-09-03,13878,rent_increased
Roberts-Brooks,2019-12-29,N/A,"No previous month record"
Roberts-Brooks,2020-09-05,-30203,"rent decreased"
Roberts-Brooks,2020-09-08,39327,rent_increased
Roberts-Brooks,2021-07-19,-17883,"rent decreased"
Roberts-Brooks,2021-10-18,177,rent_increased
Roberts-Brooks,2022-05-02,-1914,"rent decreased"
Roberts-Brooks,2022-07-26,17666,rent_increased
Roberts-Brooks,2024-01-21,-3903,"rent decreased"
Roberts-Brooks,2024-02-14,-7327,"rent decreased"
"Roberts, Brown and Wheeler",2019-12-15,N/A,"No previous month record"
"Roberts, Brown and Wheeler",2020-10-14,-30477,"rent decreased"
"Roberts, Brown and Wheeler",2022-08-12,26569,rent_increased
"Roberts, Brown and Wheeler",2023-11-25,-1722,"rent decreased"
"Robertson Ltd",2019-11-05,N/A,"No previous month record"
"Robertson Ltd",2021-03-04,2239,rent_increased
"Robertson Ltd",2022-11-16,-1964,"rent decreased"
"Robertson Ltd",2023-03-31,23045,rent_increased
"Robertson Ltd",2024-02-24,-25582,"rent decreased"
"Robertson Ltd",2024-05-19,12499,rent_increased
Robertson-Brown,2021-07-06,N/A,"No previous month record"
Robertson-Brown,2022-07-17,29293,rent_increased
Robertson-Brown,2022-11-12,-34464,"rent decreased"
Robertson-Brown,2023-12-24,20148,rent_increased
"Robinson Ltd",2021-03-04,N/A,"No previous month record"
"Robinson Ltd",2023-03-13,-8008,"rent decreased"
"Robinson Ltd",2024-01-21,-23867,"rent decreased"
"Robinson Ltd",2024-04-05,19818,rent_increased
"Rodriguez Group",2020-02-26,N/A,"No previous month record"
"Rodriguez Group",2021-04-19,-44278,"rent decreased"
"Rodriguez Group",2023-07-15,31458,rent_increased
"Rodriguez Group",2024-10-12,-27889,"rent decreased"
"Rodriguez Inc",2021-01-06,N/A,"No previous month record"
"Rodriguez Inc",2021-08-13,-2060,"rent decreased"
"Rodriguez Inc",2022-01-22,12216,rent_increased
"Rodriguez Inc",2022-04-19,4268,rent_increased
"Rodriguez Inc",2022-05-07,-9982,"rent decreased"
"Rodriguez Inc",2023-08-19,849,rent_increased
Rodriguez-Gonzales,2020-02-02,N/A,"No previous month record"
Rodriguez-Gonzales,2021-08-07,-9935,"rent decreased"
Rodriguez-Gonzales,2022-10-31,-22076,"rent decreased"
Rodriguez-Gonzales,2024-08-27,13786,rent_increased
Rodriguez-Gonzales,2024-09-27,10179,rent_increased
Rodriguez-Gonzales,2024-10-20,3080,rent_increased
Rodriguez-Morrow,2021-02-05,N/A,"No previous month record"
Rodriguez-Morrow,2021-11-30,11124,rent_increased
Rodriguez-Morrow,2022-10-01,-16384,"rent decreased"
Rodriguez-Morrow,2024-03-14,3325,rent_increased
"Rodriguez, Gibson and Thomas",2020-01-17,N/A,"No previous month record"
"Rodriguez, Gibson and Thomas",2020-02-27,-5995,"rent decreased"
"Rodriguez, Gibson and Thomas",2020-10-27,-11398,"rent decreased"
"Rodriguez, Gibson and Thomas",2021-04-28,35814,rent_increased
"Rodriguez, Gibson and Thomas",2022-11-02,-2865,"rent decreased"
"Rodriguez, Gibson and Thomas",2023-10-01,-26793,"rent decreased"
"Rodriguez, Gibson and Thomas",2023-11-15,-65,"rent decreased"
"Rodriguez, Gibson and Thomas",2024-03-07,15010,rent_increased
"Rogers and Sons",2019-11-11,N/A,"No previous month record"
"Rogers and Sons",2020-11-10,30461,rent_increased
"Rogers and Sons",2020-12-08,-5890,"rent decreased"
"Rogers and Sons",2021-01-01,-15655,"rent decreased"
"Rogers and Sons",2021-01-30,-19570,"rent decreased"
"Rogers and Sons",2021-08-27,12450,rent_increased
"Rogers and Sons",2022-03-03,2037,rent_increased
"Rogers and Sons",2022-03-15,8925,rent_increased
"Rogers and Sons",2023-03-13,8735,rent_increased
"Rogers and Sons",2023-05-06,-22937,"rent decreased"
"Rogers and Sons",2023-06-21,11729,rent_increased
"Rogers and Sons",2023-10-01,-26489,"rent decreased"
"Rogers and Sons",2024-09-13,43752,rent_increased
"Rogers and Sons",2024-10-10,-8960,"rent decreased"
"Rogers, Peters and Brewer",2020-10-03,N/A,"No previous month record"
"Rogers, Peters and Brewer",2021-01-01,-32081,"rent decreased"
"Rogers, Peters and Brewer",2021-03-06,-1359,"rent decreased"
"Rogers, Peters and Brewer",2021-08-10,41702,rent_increased
"Rogers, Peters and Brewer",2023-10-18,-26924,"rent decreased"
"Rogers, Peters and Brewer",2024-07-20,7199,rent_increased
Roman-Foster,2020-12-04,N/A,"No previous month record"
Roman-Foster,2021-03-03,-5266,"rent decreased"
Roman-Foster,2023-03-10,-10832,"rent decreased"
"Roman, Patterson and Barton",2020-07-26,N/A,"No previous month record"
"Roman, Patterson and Barton",2020-12-24,-30604,"rent decreased"
"Roman, Patterson and Barton",2023-04-08,9166,rent_increased
"Roman, Patterson and Barton",2023-08-07,16374,rent_increased
"Roman, Patterson and Barton",2024-01-06,-564,"rent decreased"
"Rosario, Holden and Ross",2021-07-22,N/A,"No previous month record"
"Rosario, Holden and Ross",2023-01-27,26271,rent_increased
"Rosario, Holden and Ross",2023-07-11,-5291,"rent decreased"
Ross-Foster,2020-10-15,N/A,"No previous month record"
Ross-Foster,2022-08-01,5936,rent_increased
Ross-Foster,2024-03-31,-26529,"rent decreased"
Ross-Foster,2024-10-18,18393,rent_increased
"Ross, Jenkins and Yates",2020-05-25,N/A,"No previous month record"
"Ross, Jenkins and Yates",2021-03-14,30810,rent_increased
"Ross, Jenkins and Yates",2022-03-08,-2984,"rent decreased"
"Ross, Jenkins and Yates",2022-10-28,-1699,"rent decreased"
"Ross, Jenkins and Yates",2023-03-11,-19634,"rent decreased"
"Ross, Jenkins and Yates",2023-12-08,8594,rent_increased
"Ross, Jenkins and Yates",2024-04-14,15190,rent_increased
"Ruiz Group",2021-07-30,N/A,"No previous month record"
"Ruiz Group",2023-12-02,11248,rent_increased
"Ruiz, French and Hill",2020-06-23,N/A,"No previous month record"
"Ruiz, French and Hill",2021-11-07,-4201,"rent decreased"
"Ruiz, French and Hill",2021-11-14,1485,rent_increased
"Ruiz, French and Hill",2023-02-26,-15256,"rent decreased"
"Ruiz, French and Hill",2023-11-08,-7613,"rent decreased"
"Ruiz, French and Hill",2023-12-25,26480,rent_increased
"Ruiz, Powell and Jenkins",2020-02-19,N/A,"No previous month record"
"Ruiz, Powell and Jenkins",2023-07-31,-2976,"rent decreased"
"Ruiz, Powell and Jenkins",2024-01-26,52,rent_increased
"Ruiz, Powell and Jenkins",2024-04-22,-2767,"rent decreased"
"Ryan and Sons",2021-03-16,N/A,"No previous month record"
"Ryan and Sons",2021-12-23,-47687,"rent decreased"
"Ryan and Sons",2023-04-22,19895,rent_increased
"Ryan and Sons",2023-09-02,12979,rent_increased
"Ryan and Sons",2024-08-25,9940,rent_increased
Ryan-Adams,2020-03-06,N/A,"No previous month record"
Ryan-Adams,2020-04-15,-5413,"rent decreased"
Ryan-Adams,2021-12-08,-21134,"rent decreased"
Ryan-Adams,2022-02-14,12107,rent_increased
"Ryan, Williams and Clay",2019-11-22,N/A,"No previous month record"
"Ryan, Williams and Clay",2020-02-13,-20210,"rent decreased"
"Ryan, Williams and Clay",2020-07-24,3589,rent_increased
"Ryan, Williams and Clay",2021-11-27,1477,rent_increased
"Ryan, Williams and Clay",2022-10-27,15612,rent_increased
"Ryan, Williams and Clay",2023-04-25,-6863,"rent decreased"
"Ryan, Williams and Clay",2024-07-26,26955,rent_increased
"Salazar PLC",2021-02-04,N/A,"No previous month record"
"Salazar PLC",2024-04-06,-10542,"rent decreased"
"Salazar, Kennedy and Pierce",2020-02-13,N/A,"No previous month record"
"Salazar, Kennedy and Pierce",2020-08-18,-13806,"rent decreased"
"Salazar, Kennedy and Pierce",2021-09-30,23438,rent_increased
"Salazar, Kennedy and Pierce",2021-10-09,6885,rent_increased
"Salazar, Kennedy and Pierce",2022-09-27,2515,rent_increased
"Salazar, Kennedy and Pierce",2024-03-25,-17725,"rent decreased"
"Salazar, Kennedy and Pierce",2024-04-25,-3215,"rent decreased"
"Salinas, Campbell and Reed",2023-11-08,N/A,"No previous month record"
"Salinas, Campbell and Reed",2024-01-22,11251,rent_increased
"Sanchez Inc",2020-03-27,N/A,"No previous month record"
"Sanchez Inc",2020-08-27,19638,rent_increased
"Sanchez Inc",2021-02-10,-5257,"rent decreased"
Sanchez-Alexander,2022-08-11,N/A,"No previous month record"
Sanchez-Alexander,2023-03-11,-17279,"rent decreased"
Sanchez-Alexander,2023-05-09,29004,rent_increased
Sanchez-Alexander,2023-12-01,-34370,"rent decreased"
Sanchez-Gibson,2020-03-11,N/A,"No previous month record"
Sanchez-Gibson,2021-01-18,-8897,"rent decreased"
Sanchez-Gibson,2021-07-10,-19422,"rent decreased"
Sanchez-Gibson,2021-10-08,27246,rent_increased
Sanchez-Gibson,2023-07-21,13260,rent_increased
Sanchez-Gibson,2023-12-18,-30988,"rent decreased"
Sanchez-Hunter,2019-11-10,N/A,"No previous month record"
Sanchez-Hunter,2020-05-11,32841,rent_increased
Sanchez-Hunter,2022-06-03,-33607,"rent decreased"
Sanchez-Hunter,2022-12-22,15726,rent_increased
Sanchez-Hunter,2023-06-17,2288,rent_increased
Sanchez-Hunter,2024-09-27,19902,rent_increased
"Santiago Group",2020-07-31,N/A,"No previous month record"
"Santiago Group",2023-04-15,16665,rent_increased
"Santiago Group",2023-11-25,-42878,"rent decreased"
"Santiago Group",2024-05-04,10952,rent_increased
Saunders-Cooper,2020-05-18,N/A,"No previous month record"
Saunders-Cooper,2021-05-29,18716,rent_increased
Saunders-Cooper,2021-10-18,-16179,"rent decreased"
Saunders-Cooper,2021-12-15,8727,rent_increased
Saunders-Cooper,2022-06-27,13675,rent_increased
Saunders-Cooper,2024-05-02,-612,"rent decreased"
Saunders-Le,2021-04-30,N/A,"No previous month record"
Saunders-Le,2022-07-04,37274,rent_increased
Saunders-Le,2023-08-19,-24483,"rent decreased"
Saunders-Le,2024-05-04,-4719,"rent decreased"
"Schmitt Ltd",2020-10-22,N/A,"No previous month record"
"Schmitt Ltd",2022-09-23,-39760,"rent decreased"
"Schmitt Ltd",2023-06-12,39876,rent_increased
Schneider-Wallace,2020-02-09,N/A,"No previous month record"
Schneider-Wallace,2021-05-04,13980,rent_increased
Schneider-Wallace,2024-03-29,-25981,"rent decreased"
Scott-Jensen,2020-08-30,N/A,"No previous month record"
Scott-Jensen,2021-10-14,37964,rent_increased
Scott-Jensen,2023-02-23,-4262,"rent decreased"
Scott-Jensen,2023-04-04,-34461,"rent decreased"
Scott-Jensen,2023-06-05,-4138,"rent decreased"
"Sharp, Payne and Solis",2020-01-31,N/A,"No previous month record"
"Sharp, Payne and Solis",2020-02-10,14380,rent_increased
"Sharp, Payne and Solis",2023-08-26,-1348,"rent decreased"
Shepherd-Lee,2020-11-17,N/A,"No previous month record"
Shepherd-Lee,2021-05-23,34413,rent_increased
Shepherd-Lee,2022-01-31,7030,rent_increased
Shepherd-Lee,2024-08-31,-29943,"rent decreased"
"Sherman, Odonnell and Kelly",NULL,N/A,"No previous month record"
Sims-Arnold,2020-04-14,N/A,"No previous month record"
Sims-Arnold,2020-04-22,-43271,"rent decreased"
Sims-Arnold,2022-01-23,18932,rent_increased
Sims-Arnold,2022-04-02,22422,rent_increased
Sims-Arnold,2023-04-01,-37426,"rent decreased"
Sims-Arnold,2024-02-19,11070,rent_increased
"Smith Group",2021-06-08,N/A,"No previous month record"
"Smith Group",2022-06-11,-20667,"rent decreased"
"Smith Group",2023-01-08,5427,rent_increased
"Smith Group",2023-12-22,25963,rent_increased
"Smith Inc",2020-02-20,N/A,"No previous month record"
"Smith Inc",2020-08-08,3922,rent_increased
"Smith Inc",2020-08-15,11692,rent_increased
"Smith Inc",2022-12-25,-17806,"rent decreased"
"Smith Inc",2023-06-28,2192,rent_increased
"Smith Inc",2024-05-09,-1864,"rent decreased"
"Smith LLC",2020-02-04,N/A,"No previous month record"
"Smith LLC",2020-07-12,-230,"rent decreased"
"Smith LLC",2022-02-15,7183,rent_increased
"Smith LLC",2022-08-20,-6016,"rent decreased"
Smith-Allison,2020-09-13,N/A,"No previous month record"
Smith-Allison,2021-01-05,6610,rent_increased
Smith-Allison,2021-02-25,-27034,"rent decreased"
Smith-Allison,2021-10-24,-7672,"rent decreased"
Smith-Allison,2023-02-26,42915,rent_increased
"Smith, Wise and Nelson",2020-01-04,N/A,"No previous month record"
"Smith, Wise and Nelson",2020-06-05,17636,rent_increased
"Smith, Wise and Nelson",2022-12-14,-6623,"rent decreased"
"Smith, Wise and Nelson",2023-01-29,-27046,"rent decreased"
"Smith, Wise and Nelson",2023-05-20,20478,rent_increased
"Smith, Wise and Nelson",2023-12-07,24825,rent_increased
"Snyder, Johnson and Clark",2020-07-13,N/A,"No previous month record"
"Snyder, Johnson and Clark",2020-12-20,5519,rent_increased
"Snyder, Johnson and Clark",2024-05-14,-37855,"rent decreased"
"Snyder, Johnson and Clark",2024-08-05,35989,rent_increased
Solomon-Bailey,2022-06-11,N/A,"No previous month record"
Solomon-Bailey,2024-01-12,-7823,"rent decreased"
"Soto, Higgins and Lopez",2021-07-26,N/A,"No previous month record"
"Soto, Higgins and Lopez",2022-04-05,-19042,"rent decreased"
"Soto, Higgins and Lopez",2023-10-18,-7579,"rent decreased"
"Soto, Higgins and Lopez",2024-03-25,18898,rent_increased
"Soto, Higgins and Lopez",2024-07-13,3133,rent_increased
Spears-Cooper,2021-11-25,N/A,"No previous month record"
Spears-Cooper,2024-02-06,13662,rent_increased
Spears-Price,2021-03-21,N/A,"No previous month record"
Spears-Price,2021-11-16,-29719,"rent decreased"
Spears-Price,2022-03-27,26109,rent_increased
Spears-Price,2024-01-07,-22664,"rent decreased"
"Spence Inc",2019-11-02,N/A,"No previous month record"
"Spence Inc",2019-11-04,-31659,"rent decreased"
"Spence Inc",2020-04-24,25998,rent_increased
"Spence Inc",2020-11-01,-22075,"rent decreased"
"Spence Inc",2022-02-23,43093,rent_increased
"Spence Inc",2023-06-23,-2773,"rent decreased"
"Spencer and Sons",2019-11-15,N/A,"No previous month record"
"Spencer and Sons",2020-01-23,-16847,"rent decreased"
"Spencer and Sons",2020-02-02,13725,rent_increased
"Spencer and Sons",2020-07-20,-23140,"rent decreased"
"Spencer, Townsend and Woods",2021-09-08,N/A,"No previous month record"
"Spencer, Townsend and Woods",2022-02-01,35228,rent_increased
"Spencer, Townsend and Woods",2022-08-23,-23497,"rent decreased"
"Spencer, Townsend and Woods",2023-10-24,-4395,"rent decreased"
"Spencer, Townsend and Woods",2024-07-26,5764,rent_increased
"Spencer, Zamora and Horton",2020-10-19,N/A,"No previous month record"
"Spencer, Zamora and Horton",2021-05-20,32392,rent_increased
"Spencer, Zamora and Horton",2021-10-12,1803,rent_increased
"Spencer, Zamora and Horton",2022-11-01,-17749,"rent decreased"
"Spencer, Zamora and Horton",2024-07-30,10143,rent_increased
"Spencer, Zamora and Horton",2024-07-30,-28228,"rent decreased"
"Spencer, Zamora and Horton",2024-07-31,14885,rent_increased
"Stevens PLC",2020-10-01,N/A,"No previous month record"
"Stevens PLC",2020-10-16,-19225,"rent decreased"
"Stevens PLC",2022-06-10,8584,rent_increased
"Stevens PLC",2022-08-02,2946,rent_increased
"Stevens PLC",2023-03-18,20361,rent_increased
"Stevens PLC",2024-05-24,-9062,"rent decreased"
Stevens-Smith,2019-12-04,N/A,"No previous month record"
Stevens-Smith,2020-11-17,47604,rent_increased
Stevens-Smith,2021-02-04,-8109,"rent decreased"
Stevens-Smith,2021-07-25,-24767,"rent decreased"
Stevens-Smith,2024-01-27,31986,rent_increased
Stevens-Smith,2024-02-16,-39977,"rent decreased"
Stevens-Smith,2024-06-22,39741,rent_increased
Stevens-Smith,2024-07-04,-35273,"rent decreased"
Stevens-Smith,2024-08-16,21131,rent_increased
"Stewart and Sons",2020-08-23,N/A,"No previous month record"
"Stewart and Sons",2021-01-07,-13181,"rent decreased"
"Stewart Ltd",2020-09-10,N/A,"No previous month record"
"Stewart Ltd",2021-02-24,8688,rent_increased
"Stewart Ltd",2021-06-07,-27033,"rent decreased"
Stewart-Rojas,2020-02-01,N/A,"No previous month record"
Stewart-Rojas,2020-05-24,1944,rent_increased
Stewart-Rojas,2021-05-11,13034,rent_increased
Stewart-Rojas,2023-11-18,13599,rent_increased
Stewart-Rojas,2024-03-09,8142,rent_increased
"Stewart, Howard and Bowers",2020-07-12,N/A,"No previous month record"
"Stewart, Howard and Bowers",2020-11-18,-3562,"rent decreased"
"Stewart, Howard and Bowers",2023-10-18,11361,rent_increased
"Strong, Hale and Key",2020-05-24,N/A,"No previous month record"
"Strong, Hale and Key",2021-04-20,-21951,"rent decreased"
"Strong, Hale and Key",2022-01-27,26570,rent_increased
"Strong, Hale and Key",2023-01-03,-2915,"rent decreased"
"Strong, Hale and Key",2023-09-01,5632,rent_increased
"Stuart Group",2019-11-19,N/A,"No previous month record"
"Stuart Group",2019-12-08,-28549,"rent decreased"
"Stuart Group",2023-03-03,38996,rent_increased
"Stuart Group",2023-04-25,-31643,"rent decreased"
"Stuart Group",2023-12-15,32580,rent_increased
"Stuart Group",2024-01-05,-44721,"rent decreased"
"Stuart Group",2024-06-18,39458,rent_increased
"Swanson, Benson and Campbell",2020-01-19,N/A,"No previous month record"
"Swanson, Benson and Campbell",2024-08-02,-34562,"rent decreased"
"Swanson, Benson and Campbell",2024-08-10,8231,rent_increased
"Tapia, Harris and Mccann",2020-09-27,N/A,"No previous month record"
"Tapia, Harris and Mccann",2020-12-14,17009,rent_increased
"Tapia, Harris and Mccann",2021-11-04,-25739,"rent decreased"
"Tapia, Harris and Mccann",2023-02-03,-6886,"rent decreased"
"Tate Inc",2019-11-13,N/A,"No previous month record"
"Tate Inc",2019-12-22,30999,rent_increased
"Tate Inc",2020-08-14,-22817,"rent decreased"
"Tate Inc",2020-10-03,32860,rent_increased
"Tate Inc",2021-02-19,-21351,"rent decreased"
"Tate Inc",2022-01-10,3303,rent_increased
"Tate Inc",2022-08-24,11655,rent_increased
"Tate Inc",2023-09-11,-8864,"rent decreased"
"Tate Inc",2023-09-21,19739,rent_increased
"Taylor Inc",2021-06-24,N/A,"No previous month record"
"Taylor Inc",2022-01-24,-19017,"rent decreased"
"Taylor Inc",2022-09-26,16441,rent_increased
"Thomas LLC",2020-05-12,N/A,"No previous month record"
"Thomas LLC",2020-09-02,-1433,"rent decreased"
"Thomas LLC",2020-09-29,-36440,"rent decreased"
"Thomas LLC",2021-01-10,26102,rent_increased
"Thomas LLC",2021-10-24,-23867,"rent decreased"
"Thomas LLC",2022-09-18,17634,rent_increased
"Thomas Ltd",2021-01-01,N/A,"No previous month record"
"Thomas Ltd",2021-08-16,24188,rent_increased
"Thomas Ltd",2022-04-16,-16269,"rent decreased"
"Thomas Ltd",2022-07-22,726,rent_increased
"Thomas Ltd",2023-07-15,7371,rent_increased
"Thomas, Atkinson and Lopez",2020-07-02,N/A,"No previous month record"
"Thomas, Atkinson and Lopez",2021-04-05,39054,rent_increased
"Thomas, Atkinson and Lopez",2021-11-02,-17942,"rent decreased"
"Thomas, Atkinson and Lopez",2022-10-04,2593,rent_increased
"Thomas, Atkinson and Lopez",2023-12-29,599,rent_increased
"Thomas, Atkinson and Lopez",2024-03-07,4311,rent_increased
"Thomas, Atkinson and Lopez",2024-04-19,-3883,"rent decreased"
"Thomas, Atkinson and Lopez",2024-07-01,19154,rent_increased
"Thompson Group",2020-04-26,N/A,"No previous month record"
"Thompson Group",2020-08-01,-8739,"rent decreased"
"Thompson Group",2022-01-05,-1957,"rent decreased"
"Thompson Group",2023-02-08,-2825,"rent decreased"
"Thompson Group",2024-06-03,-6916,"rent decreased"
"Thompson, Silva and Odom",2020-06-07,N/A,"No previous month record"
"Thompson, Silva and Odom",2021-04-11,-2932,"rent decreased"
"Thompson, Silva and Odom",2021-04-16,-1370,"rent decreased"
"Townsend LLC",2021-07-05,N/A,"No previous month record"
"Townsend LLC",2022-01-17,27991,rent_increased
"Townsend LLC",2022-07-01,-30070,"rent decreased"
"Townsend LLC",2022-10-04,30788,rent_increased
"Townsend LLC",2023-12-16,-21103,"rent decreased"
"Townsend LLC",2024-08-05,-18765,"rent decreased"
Turner-Carter,2020-05-15,N/A,"No previous month record"
Turner-Carter,2022-04-24,28144,rent_increased
Turner-Carter,2022-09-20,-13324,"rent decreased"
Turner-Ortiz,2020-11-28,N/A,"No previous month record"
"Underwood PLC",2020-05-02,N/A,"No previous month record"
"Underwood PLC",2021-01-07,20277,rent_increased
"Underwood PLC",2021-02-09,7531,rent_increased
"Underwood PLC",2021-02-15,-6977,"rent decreased"
"Underwood PLC",2022-03-03,-18836,"rent decreased"
"Underwood PLC",2022-11-23,13564,rent_increased
"Underwood PLC",2023-05-31,-6009,"rent decreased"
"Vasquez, Blackwell and Pierce",2019-12-15,N/A,"No previous month record"
"Vasquez, Blackwell and Pierce",2023-08-15,-9839,"rent decreased"
"Vasquez, Blackwell and Pierce",2023-11-30,10284,rent_increased
"Vasquez, Blackwell and Pierce",2024-06-22,-14258,"rent decreased"
"Vasquez, Willis and Little",2020-08-15,N/A,"No previous month record"
"Vasquez, Willis and Little",2020-11-29,-7365,"rent decreased"
"Vasquez, Willis and Little",2022-06-03,22303,rent_increased
"Vasquez, Willis and Little",2022-06-06,-35116,"rent decreased"
"Vasquez, Willis and Little",2024-03-04,33413,rent_increased
"Vasquez, Willis and Little",2024-03-16,-7965,"rent decreased"
"Velasquez PLC",2020-07-06,N/A,"No previous month record"
"Velasquez PLC",2020-09-02,11247,rent_increased
"Velasquez PLC",2020-12-10,-33272,"rent decreased"
"Velasquez PLC",2021-01-19,22936,rent_increased
"Velasquez PLC",2022-08-07,1800,rent_increased
"Velasquez PLC",2023-12-28,-19914,"rent decreased"
"Velasquez PLC",2024-02-21,28237,rent_increased
"Villanueva, Miller and Lopez",2020-01-20,N/A,"No previous month record"
"Villanueva, Miller and Lopez",2022-02-02,19376,rent_increased
"Villarreal and Sons",2020-03-16,N/A,"No previous month record"
"Villarreal and Sons",2020-06-10,-12921,"rent decreased"
"Villarreal and Sons",2020-08-22,19866,rent_increased
"Villarreal and Sons",2021-09-17,14629,rent_increased
"Villarreal and Sons",2023-05-12,-2952,"rent decreased"
"Villarreal and Sons",2024-01-30,-10491,"rent decreased"
Villegas-Simpson,NULL,N/A,"No previous month record"
Wagner-Acevedo,2019-11-03,N/A,"No previous month record"
Wagner-Acevedo,2020-08-29,-7969,"rent decreased"
Wagner-Acevedo,2020-11-20,-22248,"rent decreased"
Wagner-Acevedo,2021-12-16,-14927,"rent decreased"
Wagner-Acevedo,2023-09-20,3802,rent_increased
Wagner-Acevedo,2024-08-11,20712,rent_increased
Wagner-Griffin,2020-06-15,N/A,"No previous month record"
Wagner-Griffin,2020-11-06,-2235,"rent decreased"
Wagner-Griffin,2021-04-02,20854,rent_increased
Wagner-Griffin,2022-09-29,-22246,"rent decreased"
Wagner-Griffin,2024-04-09,18127,rent_increased
Wagner-Griffin,2024-08-24,-4670,"rent decreased"
Wagner-Griffin,2024-10-20,-31472,"rent decreased"
"Walker Inc",2020-05-25,N/A,"No previous month record"
"Walker Inc",2021-03-10,-10997,"rent decreased"
"Walker Inc",2021-07-14,-21449,"rent decreased"
"Walker Inc",2021-10-12,36120,rent_increased
"Walker Inc",2024-07-02,-10963,"rent decreased"
Walker-Boyle,2020-06-18,N/A,"No previous month record"
"Walker, Marsh and Moore",2020-02-03,N/A,"No previous month record"
"Walker, Marsh and Moore",2021-03-23,-9965,"rent decreased"
"Walker, Marsh and Moore",2022-08-24,15069,rent_increased
"Walker, Marsh and Moore",2023-06-12,-11431,"rent decreased"
"Walker, Marsh and Moore",2023-08-25,16621,rent_increased
"Waller PLC",2020-02-07,N/A,"No previous month record"
"Waller PLC",2020-11-25,-34603,"rent decreased"
"Waller PLC",2021-11-26,39472,rent_increased
"Waller PLC",2022-01-31,-21863,"rent decreased"
"Waller PLC",2022-11-25,-13413,"rent decreased"
Walters-Jones,2022-03-19,N/A,"No previous month record"
Walters-Jones,2022-04-21,-20216,"rent decreased"
Walters-Jones,2023-02-11,14362,rent_increased
Walters-Jones,2023-11-14,-22272,"rent decreased"
Walters-Jones,2024-02-01,-10240,"rent decreased"
"Walton, Freeman and Cruz",2019-11-22,N/A,"No previous month record"
"Walton, Freeman and Cruz",2022-07-20,-4575,"rent decreased"
"Walton, Freeman and Cruz",2023-09-15,2648,rent_increased
"Ward Group",2021-10-16,N/A,"No previous month record"
Ward-Brown,2021-04-09,N/A,"No previous month record"
Ward-Brown,2023-10-21,-1686,"rent decreased"
"Warren and Sons",2019-12-21,N/A,"No previous month record"
"Warren and Sons",2020-05-27,-12082,"rent decreased"
"Warren and Sons",2021-05-01,12107,rent_increased
"Warren and Sons",2021-07-02,10094,rent_increased
"Warren and Sons",2024-04-16,-21689,"rent decreased"
Warren-Mccormick,2023-02-20,N/A,"No previous month record"
Waters-Byrd,2022-05-16,N/A,"No previous month record"
Waters-Byrd,2023-02-21,5823,rent_increased
Waters-Byrd,2023-05-24,-437,"rent decreased"
Waters-Byrd,2024-10-13,-29151,"rent decreased"
"Watkins Ltd",2020-09-19,N/A,"No previous month record"
"Watkins Ltd",2020-10-12,-15748,"rent decreased"
"Watkins Ltd",2021-08-03,8882,rent_increased
"Watkins Ltd",2022-09-09,603,rent_increased
"Watkins Ltd",2022-12-24,10874,rent_increased
"Watkins Ltd",2024-04-11,-10225,"rent decreased"
"Watson Group",2020-06-22,N/A,"No previous month record"
"Watson Group",2021-02-21,-39032,"rent decreased"
"Watson Group",2022-02-09,46049,rent_increased
"Watson Group",2022-10-23,-29220,"rent decreased"
"Watson Group",2024-06-15,26178,rent_increased
"Watson Group",2024-10-24,4732,rent_increased
"Watson LLC",2022-01-30,N/A,"No previous month record"
"Watson LLC",2022-12-22,-28828,"rent decreased"
"Watson LLC",2024-03-28,11055,rent_increased
"Watson LLC",2024-05-08,-16640,"rent decreased"
Weaver-Rodriguez,2022-06-05,N/A,"No previous month record"
Weaver-Rodriguez,2024-01-22,-22862,"rent decreased"
Weaver-Rodriguez,2024-03-24,-19294,"rent decreased"
Weber-Gibson,2020-02-01,N/A,"No previous month record"
Weber-Gibson,2020-12-20,151,rent_increased
Weeks-Morris,2021-08-01,N/A,"No previous month record"
Weeks-Morris,2024-07-09,-20763,"rent decreased"
"Werner Group",2019-10-30,N/A,"No previous month record"
"Werner Group",2020-10-10,-11890,"rent decreased"
"Wheeler PLC",2020-01-29,N/A,"No previous month record"
"Wheeler PLC",2020-09-25,8991,rent_increased
"Wheeler PLC",2022-03-21,-17656,"rent decreased"
"Wheeler PLC",2022-09-21,4629,rent_increased
"Wheeler PLC",2023-11-20,-6773,"rent decreased"
"Wheeler PLC",2024-09-20,27450,rent_increased
"Wheeler PLC",2024-09-29,1077,rent_increased
"White Group",2023-03-18,N/A,"No previous month record"
"White Group",2023-08-18,5389,rent_increased
"White LLC",2020-05-03,N/A,"No previous month record"
"White LLC",2020-09-18,-799,"rent decreased"
"White LLC",2023-05-05,2078,rent_increased
White-Flores,2020-05-07,N/A,"No previous month record"
White-Flores,2023-06-09,5559,rent_increased
White-Flores,2024-05-31,4701,rent_increased
White-Robinson,2021-05-20,N/A,"No previous month record"
White-Robinson,2021-10-14,16987,rent_increased
White-Robinson,2022-02-20,-14139,"rent decreased"
White-Robinson,2023-06-24,-19825,"rent decreased"
"White, Holt and Padilla",2020-02-26,N/A,"No previous month record"
"White, Holt and Padilla",2020-05-23,21874,rent_increased
"White, Holt and Padilla",2022-07-17,5744,rent_increased
"White, Holt and Padilla",2023-06-25,7299,rent_increased
