property_name,lease_start,lease_start_year,cumulative_lease_count
"Velasquez PLC",2020-07-06,2020,1
"Velasquez PLC",2020-09-02,2020,2
"Velasquez PLC",2020-12-10,2020,3
"Velasquez PLC",2021-01-19,2021,4
"Velasquez PLC",2022-08-07,2022,5
"Velasquez PLC",2023-12-28,2023,6
"Velasquez PLC",2024-02-21,2024,7
"Villanueva, Miller and Lopez",2020-01-20,2020,1
"Villanueva, Miller and Lopez",2022-02-02,2022,2
"Villarreal and Sons",2020-03-16,2020,1
"Villarreal and Sons",2020-06-10,2020,2
"Villarreal and Sons",2020-08-22,2020,3
"Villarreal and Sons",2021-09-17,2021,4
"Villarreal and Sons",2023-05-12,2023,5
"Villarreal and Sons",2024-01-30,2024,6
Wagner-Acevedo,2019-11-03,2019,1
Wagner-Acevedo,2020-08-29,2020,2
Wagner-Acevedo,2020-11-20,2020,3
Wagner-Acevedo,2021-12-16,2021,4
Wagner-Acevedo,2023-09-20,2023,5
Wagner-Acevedo,2024-08-11,2024,6
Wagner-Griffin,2020-06-15,2020,1
Wagner-Griffin,2020-11-06,2020,2
Wagner-Griffin,2021-04-02,2021,3
Wagner-Griffin,2022-09-29,2022,4
Wagner-Griffin,2024-04-09,2024,5
Wagner-Griffin,2024-08-24,2024,6
Wagner-Griffin,2024-10-20,2024,7
"Walker Inc",2020-05-25,2020,1
"Walker Inc",2021-03-10,2021,2
"Walker Inc",2021-07-14,2021,3
"Walker Inc",2021-10-12,2021,4
"Walker Inc",2024-07-02,2024,5
Walker-Boyle,2020-06-18,2020,1
"Walker, Marsh and Moore",2020-02-03,2020,1
"Walker, Marsh and Moore",2021-03-23,2021,2
"Walker, Marsh and Moore",2022-08-24,2022,3
"Walker, Marsh and Moore",2023-06-12,2023,4
"Walker, Marsh and Moore",2023-08-25,2023,5
"Waller PLC",2020-02-07,2020,1
"Waller PLC",2020-11-25,2020,2
"Waller PLC",2021-11-26,2021,3
"Waller PLC",2022-01-31,2022,4
"Waller PLC",2022-11-25,2022,5
Walters-Jones,2022-03-19,2022,1
Walters-Jones,2022-04-21,2022,2
Walters-Jones,2023-02-11,2023,3
Walters-Jones,2023-11-14,2023,4
Walters-Jones,2024-02-01,2024,5
"Walton, Freeman and Cruz",2019-11-22,2019,1
"Walton, Freeman and Cruz",2022-07-20,2022,2
"Walton, Freeman and Cruz",2023-09-15,2023,3
"Ward Group",2021-10-16,2021,1
Ward-Brown,2021-04-09,2021,1
Ward-Brown,2023-10-21,2023,2
"Warren and Sons",2019-12-21,2019,1
"Warren and Sons",2020-05-27,2020,2
"Warren and Sons",2021-05-01,2021,3
"Warren and Sons",2021-07-02,2021,4
"Warren and Sons",2024-04-16,2024,5
Warren-Mccormick,2023-02-20,2023,1
Waters-Byrd,2022-05-16,2022,1
Waters-Byrd,2023-02-21,2023,2
Waters-Byrd,2023-05-24,2023,3
Waters-Byrd,2024-10-13,2024,4
"Watkins Ltd",2020-09-19,2020,1
"Watkins Ltd",2020-10-12,2020,2
"Watkins Ltd",2021-08-03,2021,3
"Watkins Ltd",2022-09-09,2022,4
"Watkins Ltd",2022-12-24,2022,5
"Watkins Ltd",2024-04-11,2024,6
"Watson Group",2020-06-22,2020,1
"Watson Group",2021-02-21,2021,2
"Watson Group",2022-02-09,2022,3
"Watson Group",2022-10-23,2022,4
"Watson Group",2024-06-15,2024,5
"Watson Group",2024-10-24,2024,6
"Watson LLC",2022-01-30,2022,1
"Watson LLC",2022-12-22,2022,2
"Watson LLC",2024-03-28,2024,3
"Watson LLC",2024-05-08,2024,4
Weaver-Rodriguez,2022-06-05,2022,1
Weaver-Rodriguez,2024-01-22,2024,2
Weaver-Rodriguez,2024-03-24,2024,3
Weber-Gibson,2020-02-01,2020,1
Weber-Gibson,2020-12-20,2020,2
Weeks-Morris,2021-08-01,2021,1
Weeks-Morris,2024-07-09,2024,2
"Werner Group",2019-10-30,2019,1
"Werner Group",2020-10-10,2020,2
"Wheeler PLC",2020-01-29,2020,1
"Wheeler PLC",2020-09-25,2020,2
"Wheeler PLC",2022-03-21,2022,3
"Wheeler PLC",2022-09-21,2022,4
"Wheeler PLC",2023-11-20,2023,5
"Wheeler PLC",2024-09-20,2024,6
"Wheeler PLC",2024-09-29,2024,7
"White Group",2023-03-18,2023,1
"White Group",2023-08-18,2023,2
"White LLC",2020-05-03,2020,1
"White LLC",2020-09-18,2020,2
"White LLC",2023-05-05,2023,3
White-Flores,2020-05-07,2020,1
White-Flores,2023-06-09,2023,2
White-Flores,2024-05-31,2024,3
White-Robinson,2021-05-20,2021,1
White-Robinson,2021-10-14,2021,2
White-Robinson,2022-02-20,2022,3
White-Robinson,2023-06-24,2023,4
"White, Holt and Padilla",2020-02-26,2020,1
"White, Holt and Padilla",2020-05-23,2020,2
"White, Holt and Padilla",2022-07-17,2022,3
"White, Holt and Padilla",2023-06-25,2023,4
"White, Holt and Padilla",2023-09-25,2023,5
"White, Holt and Padilla",2024-06-19,2024,6
"Williams and Sons",2020-01-28,2020,1
"Williams and Sons",2024-07-15,2024,2
"Williams Group",2023-05-06,2023,1
"Williams Group",2023-08-24,2023,2
"Williams Group",2024-07-01,2024,3
"Williams LLC",2023-04-21,2023,1
"Williams PLC",2020-07-05,2020,1
"Williams PLC",2022-12-16,2022,2
Williams-Stewart,2021-03-19,2021,1
Williams-Stewart,2021-12-09,2021,2
Williams-Stewart,2022-10-12,2022,3
Williams-Stewart,2023-06-06,2023,4
Williams-Stewart,2023-12-10,2023,5
Williams-Stewart,2024-09-26,2024,6
"Williams, Newman and Williamson",2020-07-09,2020,1
"Williams, Newman and Williamson",2021-06-03,2021,2
"Williams, Newman and Williamson",2021-08-01,2021,3
"Williams, Newman and Williamson",2022-12-25,2022,4
"Williams, Newman and Williamson",2024-04-28,2024,5
"Williams, Wilson and Ellis",2020-10-31,2020,1
"Williams, Wilson and Ellis",2022-11-16,2022,2
"Williams, Wilson and Ellis",2023-12-17,2023,3
"Willis Ltd",2019-11-30,2019,1
"Willis Ltd",2020-02-10,2020,2
"Willis Ltd",2020-09-09,2020,3
"Willis Ltd",2020-09-12,2020,4
"Willis Ltd",2020-09-19,2020,5
"Willis Ltd",2021-09-17,2021,6
"Willis Ltd",2021-09-22,2021,7
"Willis Ltd",2022-12-29,2022,8
"Willis Ltd",2023-02-12,2023,9
"Willis Ltd",2023-09-11,2023,10
"Willis Ltd",2023-09-26,2023,11
"Willis Ltd",2024-06-14,2024,12
"Willis Ltd",2024-09-17,2024,13
"Wilson Group",2024-07-25,2024,1
"Wilson Ltd",2020-11-15,2020,1
"Wilson Ltd",2023-08-04,2023,2
"Wilson, Davenport and Wyatt",2023-11-04,2023,1
"Wood, Proctor and Johnson",2020-07-11,2020,1
"Wood, Proctor and Johnson",2020-10-06,2020,2
"Wood, Proctor and Johnson",2024-09-27,2024,3
"Yates Ltd",2020-04-16,2020,1
"Yates Ltd",2020-08-12,2020,2
"Yates Ltd",2021-08-09,2021,3
"Yates Ltd",2022-07-27,2022,4
"Yates Ltd",2023-06-26,2023,5
"Yates Ltd",2024-01-31,2024,6
"Yates Ltd",2024-03-08,2024,7
Yoder-Davis,2022-09-15,2022,1
Yoder-Rowe,2022-01-01,2022,1
Yoder-Rowe,2022-09-16,2022,2
Yoder-Rowe,2022-11-22,2022,3
Yoder-Rowe,2023-04-18,2023,4
Yoder-Rowe,2023-06-13,2023,5
Yoder-Rowe,2024-09-06,2024,6
"York PLC",2020-10-04,2020,1
"York PLC",2021-07-16,2021,2
"York PLC",2022-02-09,2022,3
"York PLC",2023-04-14,2023,4
Young-Abbott,2024-02-16,2024,1
"Young, Garrison and Ward",2024-01-04,2024,1
"Young, Garrison and Ward",2024-01-26,2024,2
"Young, Garrison and Ward",2024-07-28,2024,3
