log_id,property_id,maintenance_type,maintenance_date,cost
ML01739,P0128,Cleaning,2023-07-10,1242
ML01740,P0227,Structural,2024-10-21,4293
ML01741,P0285,Structural,2024-08-05,2668
ML01742,P0308,Plumbing,2023-02-05,3023
ML01743,P0189,Plumbing,2024-01-04,2472
ML01744,P0317,Electrical,2023-11-26,1078
ML01745,P0098,Structural,2024-02-07,2967
ML01746,P0461,Electrical,2024-10-20,2312
ML01747,P0365,Structural,2024-04-01,1934
ML01748,P0401,Electrical,2023-02-19,2311
ML01749,P0126,Cleaning,2023-08-22,1542
ML01750,P0438,Cleaning,2023-03-23,3850
ML01751,P0028,Electrical,2024-06-14,1613
ML01752,P0302,Cleaning,2022-11-15,3733
ML01753,P0089,Cleaning,2024-04-14,3173
ML01754,P0351,Plumbing,2023-10-24,711
ML01755,P0423,Electrical,2023-03-24,957
ML01756,P0352,Structural,2023-05-02,1786
ML01757,P0434,Structural,2024-01-04,1380
ML01758,P0012,Electrical,2023-07-02,1767
ML01759,P0276,Plumbing,2024-06-10,4796
ML01760,P0020,Electrical,2023-06-14,2129
ML01761,P0417,Structural,2024-01-12,382
ML01762,P0219,Cleaning,2024-08-06,4695
ML01763,P0379,Structural,2024-02-12,4294
ML01764,P0435,Electrical,2024-09-17,210
ML01765,P0316,Structural,2022-12-21,1143
ML01766,P0500,Structural,2024-07-15,2693
ML01767,P0423,Structural,2022-12-28,969
ML01768,P0031,Plumbing,2024-05-15,2450
ML01769,P0290,Structural,2024-08-29,3860
ML01770,P0106,Structural,2024-05-06,1990
ML01771,P0137,Electrical,2023-07-15,2685
ML01772,P0202,Plumbing,2024-02-09,565
ML01773,P0471,Structural,2024-03-05,398
ML01774,P0318,Cleaning,2023-03-21,2509
ML01775,P0479,Cleaning,2023-11-12,4307
ML01776,P0106,Plumbing,2024-03-11,3218
ML01777,P0276,Electrical,2023-05-26,3511
ML01778,P0308,Plumbing,2024-07-16,133
ML01779,P0430,Cleaning,2023-10-27,3716
ML01780,P0488,Cleaning,2024-01-16,2617
ML01781,P0367,Plumbing,2023-10-28,1953
ML01782,P0067,Electrical,2024-08-25,211
ML01783,P0100,Structural,2023-06-09,1330
ML01784,P0164,Electrical,2023-12-11,963
ML01785,P0409,Plumbing,2023-07-11,4708
ML01786,P0016,Electrical,2023-05-03,2449
ML01787,P0460,Structural,2022-11-07,2908
ML01788,P0096,Electrical,2024-01-29,1578
ML01789,P0217,Plumbing,2023-06-30,1997
ML01790,P0470,Structural,2023-01-19,3326
ML01791,P0301,Structural,2023-11-04,2822
ML01792,P0347,Cleaning,2022-11-17,254
ML01793,P0204,Structural,2023-02-05,4459
ML01794,P0208,Structural,2023-04-09,4667
ML01795,P0253,Plumbing,2024-05-28,4355
ML01796,P0075,Electrical,2024-10-04,1813
ML01797,P0075,Electrical,2023-04-07,1302
ML01798,P0460,Structural,2023-06-15,1247
ML01799,P0032,Cleaning,2024-03-23,3807
ML01800,P0171,Electrical,2024-01-03,499
ML01801,P0106,Cleaning,2024-05-29,1129
ML01802,P0269,Structural,2023-01-23,522
ML01803,P0257,Cleaning,2023-05-08,4724
ML01804,P0072,Plumbing,2024-08-07,1921
ML01805,P0122,Plumbing,2024-04-20,3593
ML01806,P0289,Plumbing,2023-04-20,3554
ML01807,P0204,Cleaning,2023-12-17,1070
ML01808,P0048,Cleaning,2023-09-08,2583
ML01809,P0371,Cleaning,2024-08-12,4566
ML01810,P0217,Structural,2023-02-10,4904
ML01811,P0306,Cleaning,2023-05-16,2080
ML01812,P0049,Plumbing,2023-08-15,1608
ML01813,P0302,Electrical,2023-01-08,570
ML01814,P0444,Structural,2024-01-25,236
ML01815,P0101,Plumbing,2024-07-28,634
ML01816,P0024,Structural,2024-07-18,3702
ML01817,P0492,Structural,2023-11-11,4454
ML01818,P0303,Structural,2022-12-31,4022
ML01819,P0124,Electrical,2023-07-20,2012
ML01820,P0375,Electrical,2023-05-05,4888
ML01821,P0002,Electrical,2023-12-30,1145
ML01822,P0268,Structural,2024-01-13,4689
ML01823,P0054,Cleaning,2022-12-20,2603
ML01824,P0003,Electrical,2023-02-17,3723
ML01825,P0028,Plumbing,2022-11-22,2259
ML01826,P0015,Structural,2023-08-06,671
ML01827,P0130,Plumbing,2024-06-08,2226
ML01828,P0192,Structural,2023-07-01,3766
ML01829,P0368,Plumbing,2024-06-08,3638
ML01830,P0416,Electrical,2024-05-18,2503
ML01831,P0345,Plumbing,2023-07-01,2919
ML01832,P0204,Plumbing,2023-01-20,2905
ML01833,P0293,Structural,2023-11-10,2544
ML01834,P0350,Plumbing,2022-11-07,4572
ML01835,P0069,Structural,2023-06-16,156
ML01836,P0393,Structural,2024-01-10,606
ML01837,P0372,Cleaning,2024-06-20,2994
ML01838,P0291,Structural,2024-03-24,2005
ML01839,P0041,Plumbing,2024-07-09,3221
ML01840,P0265,Electrical,2023-01-29,3409
ML01841,P0361,Structural,2023-09-07,3375
ML01842,P0454,Plumbing,2022-12-12,556
ML01843,P0337,Electrical,2024-07-11,3136
ML01844,P0118,Structural,2023-06-26,2417
ML01845,P0361,Cleaning,2022-10-26,1442
ML01846,P0447,Cleaning,2024-06-17,2017
ML01847,P0336,Cleaning,2024-01-20,3144
ML01848,P0388,Electrical,2024-05-26,177
ML01849,P0175,Electrical,2023-03-10,1464
ML01850,P0310,Plumbing,2023-12-15,1606
ML01851,P0301,Structural,2024-04-12,2907
ML01852,P0141,Cleaning,2024-08-09,3444
ML01853,P0111,Plumbing,2024-09-15,2522
ML01854,P0349,Plumbing,2023-09-14,3381
ML01855,P0347,Electrical,2024-09-26,3481
ML01856,P0116,Electrical,2024-06-17,3288
ML01857,P0087,Plumbing,2023-02-15,2066
ML01858,P0349,Electrical,2024-02-21,1116
ML01859,P0476,Electrical,2022-11-18,4201
ML01860,P0497,Cleaning,2024-03-29,4333
ML01861,P0429,Plumbing,2022-12-03,3636
ML01862,P0456,Cleaning,2023-10-01,4956
ML01863,P0480,Plumbing,2023-10-31,4276
ML01864,P0372,Cleaning,2023-01-27,3323
ML01865,P0468,Structural,2024-10-02,2122
ML01866,P0234,Cleaning,2024-09-30,1368
ML01867,P0311,Plumbing,2023-06-24,1981
ML01868,P0108,Structural,2024-09-04,3489
ML01869,P0029,Cleaning,2024-06-02,3006
ML01870,P0345,Electrical,2023-09-02,2209
ML01871,P0167,Electrical,2024-05-28,2187
ML01872,P0042,Plumbing,2023-10-20,4959
ML01873,P0021,Structural,2024-01-07,1714
ML01874,P0317,Structural,2024-05-15,2332
ML01875,P0204,Plumbing,2023-03-26,3002
ML01876,P0190,Structural,2023-08-01,4473
ML01877,P0247,Structural,2023-08-22,2315
ML01878,P0096,Plumbing,2022-11-28,4784
ML01879,P0071,Structural,2024-06-06,4158
ML01880,P0429,Structural,2022-12-07,3914
ML01881,P0499,Cleaning,2023-10-25,4953
ML01882,P0483,Cleaning,2024-01-11,2510
ML01883,P0215,Structural,2024-04-30,1366
ML01884,P0389,Electrical,2023-02-12,1995
ML01885,P0016,Structural,2023-09-05,1782
ML01886,P0176,Structural,2023-07-15,4798
ML01887,P0066,Electrical,2023-09-04,4706
ML01888,P0280,Plumbing,2023-11-09,4373
ML01889,P0077,Structural,2023-10-24,3760
ML01890,P0083,Cleaning,2024-06-15,3056
ML01891,P0048,Plumbing,2024-04-03,4460
ML01892,P0358,Cleaning,2023-07-03,2013
ML01893,P0484,Cleaning,2023-12-08,3211
ML01894,P0301,Structural,2024-06-12,1542
ML01895,P0265,Plumbing,2024-03-12,1592
ML01896,P0124,Electrical,2024-05-22,509
ML01897,P0101,Plumbing,2024-03-02,3202
ML01898,P0297,Cleaning,2023-12-20,4348
ML01899,P0199,Cleaning,2023-04-02,1587
ML01900,P0111,Electrical,2022-11-17,1054
ML01901,P0027,Cleaning,2023-09-14,523
ML01902,P0416,Cleaning,2023-09-10,3216
ML01903,P0375,Plumbing,2022-10-27,4001
ML01904,P0457,Electrical,2023-06-01,3695
ML01905,P0109,Cleaning,2023-04-30,3420
ML01906,P0419,Electrical,2024-03-27,2250
ML01907,P0062,Cleaning,2024-08-05,686
ML01908,P0452,Cleaning,2024-10-11,1367
ML01909,P0185,Electrical,2023-07-31,4024
ML01910,P0381,Cleaning,2024-06-11,332
ML01911,P0490,Cleaning,2023-06-01,774
ML01912,P0131,Electrical,2022-12-28,4347
ML01913,P0175,Cleaning,2023-03-02,4113
ML01914,P0353,Electrical,2024-02-01,258
ML01915,P0040,Plumbing,2024-10-16,1048
ML01916,P0319,Cleaning,2023-01-08,456
ML01917,P0223,Cleaning,2024-10-08,1836
ML01918,P0263,Plumbing,2023-05-07,4963
ML01919,P0218,Electrical,2024-02-29,1094
ML01920,P0113,Cleaning,2024-10-06,2269
ML01921,P0357,Structural,2023-06-16,4710
ML01922,P0264,Cleaning,2023-11-25,3662
ML01923,P0256,Plumbing,2024-02-21,536
ML01924,P0352,Electrical,2023-03-16,387
ML01925,P0478,Electrical,2023-07-17,2111
ML01926,P0240,Electrical,2024-03-11,1243
ML01927,P0499,Cleaning,2024-01-03,2457
ML01928,P0048,Cleaning,2023-07-27,621
ML01929,P0268,Cleaning,2023-12-08,1493
ML01930,P0496,Structural,2023-01-14,810
ML01931,P0462,Structural,2024-08-11,4040
ML01932,P0018,Plumbing,2023-09-22,537
ML01933,P0394,Plumbing,2024-09-15,425
ML01934,P0002,Cleaning,2024-01-06,507
ML01935,P0033,Cleaning,2023-03-04,1072
ML01936,P0158,Plumbing,2024-07-06,3493
ML01937,P0097,Plumbing,2022-12-03,2215
ML01938,P0471,Plumbing,2024-05-31,3800
ML01939,P0277,Plumbing,2023-06-02,3010
ML01940,P0415,Plumbing,2023-07-15,2358
ML01941,P0404,Electrical,2024-04-15,665
ML01942,P0226,Structural,2024-08-14,4771
ML01943,P0448,Structural,2024-08-05,504
ML01944,P0037,Structural,2024-08-01,1416
ML01945,P0002,Cleaning,2023-11-25,2329
ML01946,P0401,Plumbing,2023-02-10,394
ML01947,P0294,Plumbing,2023-02-07,2158
ML01948,P0441,Electrical,2023-03-15,357
ML01949,P0447,Electrical,2023-01-09,4586
ML01950,P0243,Plumbing,2024-08-29,1416
ML01951,P0215,Structural,2024-03-31,603
ML01952,P0464,Cleaning,2024-04-21,326
ML01953,P0279,Cleaning,2024-09-02,618
ML01954,P0366,Plumbing,2023-12-20,4507
ML01955,P0262,Cleaning,2024-10-15,2636
ML01956,P0386,Plumbing,2022-12-06,3852
ML01957,P0014,Structural,2024-02-05,3280
ML01958,P0460,Plumbing,2023-06-29,4491
ML01959,P0234,Electrical,2023-02-11,126
ML01960,P0126,Structural,2023-03-07,4612
ML01961,P0251,Electrical,2023-12-16,686
ML01962,P0149,Plumbing,2023-11-19,2968
ML01963,P0388,Cleaning,2023-01-26,4463
ML01964,P0373,Plumbing,2022-11-16,586
ML01965,P0037,Electrical,2023-11-11,4175
ML01966,P0398,Plumbing,2023-05-08,3099
ML01967,P0020,Plumbing,2024-08-03,3037
ML01968,P0337,Structural,2024-05-22,1471
ML01969,P0009,Structural,2023-12-09,3174
ML01970,P0454,Cleaning,2023-09-07,377
ML01971,P0474,Structural,2023-06-28,457
ML01972,P0384,Cleaning,2023-09-27,378
ML01973,P0298,Structural,2024-08-02,931
ML01974,P0285,Plumbing,2023-09-23,2265
ML01975,P0416,Structural,2023-05-14,1376
ML01976,P0162,Plumbing,2024-07-26,3151
ML01977,P0399,Electrical,2024-07-04,4107
ML01978,P0161,Electrical,2023-11-12,3606
ML01979,P0083,Electrical,2024-02-20,2826
ML01980,P0075,Cleaning,2024-03-18,1341
ML01981,P0084,Structural,2024-07-15,3235
ML01982,P0170,Cleaning,2024-02-26,4161
ML01983,P0192,Cleaning,2024-01-06,1011
ML01984,P0329,Cleaning,2024-03-09,3311
ML01985,P0248,Cleaning,2023-03-11,2789
ML01986,P0450,Cleaning,2023-06-20,2587
ML01987,P0335,Structural,2024-02-09,2520
ML01988,P0022,Plumbing,2024-04-06,2224
ML01989,P0450,Structural,2024-09-19,3845
ML01990,P0140,Structural,2023-08-02,386
ML01991,P0353,Cleaning,2023-08-05,1963
ML01992,P0429,Plumbing,2024-06-05,3527
ML01993,P0189,Electrical,2023-08-08,340
ML01994,P0477,Plumbing,2024-05-27,3930
ML01995,P0377,Electrical,2022-12-17,2910
ML01996,P0257,Structural,2023-10-15,4180
ML01997,P0113,Cleaning,2024-06-23,917
ML01998,P0070,Cleaning,2023-07-04,3511
ML01999,P0263,Structural,2023-07-31,1582
ML02000,P0343,Plumbing,2023-03-14,738
ML02001,P0497,Structural,2023-10-11,3272
ML02002,P0454,Cleaning,2023-10-16,4234
ML02003,P0163,Plumbing,2023-09-13,1496
ML02004,P0241,Plumbing,2023-01-08,3184
ML02005,P0361,Plumbing,2023-12-31,3997
ML02006,P0478,Electrical,2023-04-06,1283
ML02007,P0473,Electrical,2023-10-02,553
ML02008,P0032,Cleaning,2023-09-03,1865
ML02009,P0203,Structural,2024-02-09,944
ML02010,P0091,Cleaning,2024-08-15,3711
ML02011,P0112,Structural,2024-09-25,1234
ML02012,P0401,Electrical,2023-02-26,4837
ML02013,P0055,Structural,2023-09-08,3141
ML02014,P0494,Electrical,2024-08-05,1609
ML02015,P0226,Electrical,2023-02-02,3282
ML02016,P0116,Structural,2024-05-09,3684
ML02017,P0349,Structural,2022-11-14,4791
ML02018,P0382,Plumbing,2023-06-29,1288
ML02019,P0122,Plumbing,2024-01-10,4161
ML02020,P0485,Electrical,2022-11-20,3928
ML02021,P0163,Electrical,2023-09-17,4564
ML02022,P0164,Electrical,2024-07-20,4652
ML02023,P0083,Plumbing,2023-11-01,2842
ML02024,P0136,Plumbing,2024-06-25,4561
ML02025,P0263,Structural,2024-01-16,4003
ML02026,P0038,Electrical,2024-05-13,580
ML02027,P0190,Structural,2023-01-16,3728
ML02028,P0028,Cleaning,2022-12-10,3785
ML02029,P0049,Cleaning,2024-02-19,4504
ML02030,P0235,Structural,2024-06-22,2604
ML02031,P0019,Structural,2023-08-15,1013
ML02032,P0275,Electrical,2023-07-07,1963
ML02033,P0160,Plumbing,2024-02-01,3708
ML02034,P0432,Electrical,2023-05-19,3395
ML02035,P0373,Electrical,2023-08-12,3070
ML02036,P0309,Electrical,2023-01-05,606
ML02037,P0161,Plumbing,2023-12-08,3279
ML02038,P0199,Plumbing,2024-09-05,2583
ML02039,P0315,Plumbing,2023-02-18,2238
ML02040,P0171,Cleaning,2022-11-16,198
ML02041,P0104,Plumbing,2023-10-15,2151
ML02042,P0085,Structural,2022-12-12,665
ML02043,P0280,Plumbing,2024-07-16,2591
ML02044,P0350,Electrical,2023-10-02,4590
ML02045,P0283,Plumbing,2023-12-28,4527
ML02046,P0184,Plumbing,2024-09-07,1890
ML02047,P0262,Plumbing,2024-09-27,4070
ML02048,P0383,Plumbing,2023-09-07,3649
ML02049,P0403,Electrical,2024-07-11,2468
ML02050,P0323,Plumbing,2023-05-16,1002
ML02051,P0102,Plumbing,2022-11-16,1790
ML02052,P0166,Electrical,2024-04-17,1903
ML02053,P0443,Plumbing,2024-09-13,4456
ML02054,P0322,Plumbing,2023-05-07,3783
ML02055,P0319,Structural,2023-09-15,257
ML02056,P0188,Structural,2024-02-01,3421
ML02057,P0042,Electrical,2024-10-10,138
ML02058,P0208,Structural,2024-08-06,960
ML02059,P0185,Structural,2023-03-07,1069
ML02060,P0216,Electrical,2024-03-22,1479
ML02061,P0220,Plumbing,2023-08-13,2967
ML02062,P0431,Electrical,2024-01-29,977
ML02063,P0037,Structural,2023-03-06,3526
ML02064,P0380,Plumbing,2023-07-24,3082
ML02065,P0131,Plumbing,2024-08-12,1845
ML02066,P0486,Plumbing,2023-09-15,4381
ML02067,P0163,Cleaning,2023-08-22,4606
ML02068,P0145,Plumbing,2023-09-27,2817
ML02069,P0298,Cleaning,2023-09-21,4964
ML02070,P0178,Structural,2023-04-01,777
ML02071,P0257,Electrical,2024-09-29,3106
ML02072,P0092,Structural,2023-09-05,3394
ML02073,P0004,Plumbing,2022-12-14,1987
ML02074,P0246,Cleaning,2024-04-11,1813
ML02075,P0394,Plumbing,2024-02-20,1881
ML02076,P0334,Cleaning,2023-02-07,2661
ML02077,P0317,Electrical,2022-11-30,717
ML02078,P0496,Cleaning,2024-04-20,2965
ML02079,P0425,Cleaning,2023-03-25,2596
ML02080,P0266,Cleaning,2022-11-03,1741
ML02081,P0349,Electrical,2023-04-13,1128
ML02082,P0129,Cleaning,2022-10-31,1509
ML02083,P0241,Electrical,2024-01-30,3703
ML02084,P0468,Plumbing,2023-03-04,244
ML02085,P0264,Plumbing,2023-01-12,4664
ML02086,P0381,Structural,2024-02-06,1257
ML02087,P0018,Plumbing,2024-06-21,1903
ML02088,P0228,Electrical,2022-10-29,3452
ML02089,P0098,Electrical,2024-06-17,302
ML02090,P0011,Cleaning,2023-10-20,2265
ML02091,P0417,Plumbing,2023-09-05,2118
ML02092,P0177,Plumbing,2023-11-27,1997
ML02093,P0487,Cleaning,2024-08-15,1978
ML02094,P0459,Cleaning,2023-07-29,791
ML02095,P0070,Structural,2024-06-15,2662
ML02096,P0254,Plumbing,2023-02-23,3389
ML02097,P0216,Plumbing,2023-01-22,3863
ML02098,P0186,Plumbing,2023-03-19,3443
ML02099,P0075,Structural,2023-06-08,2209
ML02100,P0109,Electrical,2023-11-29,210
ML02101,P0490,Plumbing,2024-09-07,1189
ML02102,P0474,Structural,2024-05-11,3597
ML02103,P0241,Cleaning,2023-07-29,3158
ML02104,P0161,Structural,2024-10-23,463
ML02105,P0402,Plumbing,2024-08-27,3481
ML02106,P0382,Cleaning,2023-10-09,4040
ML02107,P0154,Structural,2024-09-20,4329
ML02108,P0244,Cleaning,2022-12-17,1747
ML02109,P0434,Cleaning,2024-09-06,300
ML02110,P0474,Plumbing,2023-12-25,3097
ML02111,P0314,Structural,2023-05-13,4926
ML02112,P0093,Structural,2024-03-19,2359
ML02113,P0362,Cleaning,2023-12-04,541
ML02114,P0313,Plumbing,2022-11-22,2273
ML02115,P0268,Electrical,2024-02-10,622
ML02116,P0037,Structural,2022-11-12,2472
ML02117,P0441,Structural,2023-10-20,4011
ML02118,P0372,Plumbing,2022-11-03,1664
ML02119,P0444,Cleaning,2023-03-31,2296
ML02120,P0080,Electrical,2024-09-06,1908
ML02121,P0322,Plumbing,2024-01-04,2524
ML02122,P0302,Electrical,2024-08-16,2649
ML02123,P0045,Plumbing,2024-09-01,1136
ML02124,P0252,Electrical,2024-02-21,730
ML02125,P0212,Electrical,2023-06-17,2920
ML02126,P0031,Cleaning,2024-05-23,1985
ML02127,P0169,Electrical,2023-04-28,523
ML02128,P0294,Plumbing,2024-06-24,2840
ML02129,P0441,Cleaning,2023-06-03,4992
ML02130,P0257,Structural,2023-05-23,4441
ML02131,P0314,Electrical,2023-04-11,3772
ML02132,P0051,Electrical,2023-03-23,315
ML02133,P0088,Structural,2022-12-05,2677
ML02134,P0486,Structural,2022-11-04,4541
ML02135,P0375,Electrical,2023-06-18,4767
ML02136,P0281,Plumbing,2023-05-10,4682
ML02137,P0113,Cleaning,2024-02-08,2627
ML02138,P0388,Structural,2023-04-09,3013
ML02139,P0264,Structural,2023-08-26,1941
ML02140,P0096,Cleaning,2023-02-14,4081
ML02141,P0172,Structural,2023-07-13,3199
ML02142,P0330,Structural,2023-04-10,4841
ML02143,P0123,Plumbing,2024-01-29,2623
ML02144,P0029,Structural,2024-06-28,510
ML02145,P0441,Plumbing,2024-02-29,2295
ML02146,P0422,Electrical,2024-08-13,3305
ML02147,P0489,Cleaning,2024-09-02,3618
ML02148,P0069,Plumbing,2023-11-21,636
ML02149,P0031,Structural,2024-03-26,1780
ML02150,P0284,Cleaning,2023-03-25,3324
ML02151,P0151,Structural,2024-08-07,4131
ML02152,P0083,Structural,2022-10-28,2446
ML02153,P0030,Plumbing,2024-03-12,4034
ML02154,P0378,Electrical,2024-03-17,612
ML02155,P0228,Structural,2023-09-17,900
ML02156,P0122,Structural,2023-12-15,4024
ML02157,P0425,Plumbing,2022-11-17,4690
ML02158,P0046,Cleaning,2024-07-02,2004
ML02159,P0187,Electrical,2023-06-13,3112
ML02160,P0183,Cleaning,2024-01-05,2774
ML02161,P0428,Structural,2024-04-06,2949
ML02162,P0332,Plumbing,2024-08-15,3402
ML02163,P0173,Structural,2023-05-28,2523
ML02164,P0250,Plumbing,2023-06-17,3470
ML02165,P0196,Plumbing,2024-07-22,2477
ML02166,P0031,Plumbing,2024-08-29,1783
ML02167,P0160,Structural,2023-05-16,2367
ML02168,P0011,Cleaning,2023-01-06,4447
ML02169,P0182,Electrical,2024-07-10,3297
ML02170,P0197,Electrical,2023-08-02,4211
ML02171,P0121,Plumbing,2024-05-11,3446
ML02172,P0015,Structural,2024-06-08,214
ML02173,P0183,Cleaning,2023-11-03,2381
ML02174,P0415,Structural,2022-12-02,2120
ML02175,P0026,Electrical,2023-08-25,4949
ML02176,P0250,Electrical,2024-10-16,709
ML02177,P0414,Plumbing,2023-12-26,2242
ML02178,P0274,Cleaning,2024-03-05,4013
ML02179,P0468,Structural,2023-08-10,3290
ML02180,P0179,Structural,2024-03-15,3582
ML02181,P0118,Plumbing,2023-06-06,3880
ML02182,P0294,Structural,2024-08-05,1871
ML02183,P0155,Structural,2024-09-14,891
ML02184,P0092,Structural,2024-08-09,1275
ML02185,P0045,Cleaning,2023-12-17,4840
ML02186,P0493,Structural,2023-12-13,4205
ML02187,P0017,Structural,2023-10-31,1223
ML02188,P0464,Electrical,2023-07-17,3056
ML02189,P0074,Cleaning,2023-06-22,4316
ML02190,P0356,Cleaning,2024-05-18,1950
ML02191,P0096,Structural,2023-04-01,3906
ML02192,P0256,Electrical,2023-04-21,3495
ML02193,P0401,Electrical,2024-06-19,471
ML02194,P0348,Cleaning,2024-06-27,1873
ML02195,P0097,Electrical,2024-02-04,675
ML02196,P0282,Plumbing,2022-11-09,1952
ML02197,P0074,Structural,2024-06-22,2592
ML02198,P0281,Cleaning,2023-05-14,3923
ML02199,P0248,Electrical,2024-09-23,1166
ML02200,P0360,Structural,2023-07-14,3653
ML02201,P0202,Structural,2024-03-30,4878
ML02202,P0156,Cleaning,2023-12-06,2529
ML02203,P0073,Plumbing,2022-12-02,3049
ML02204,P0217,Electrical,2023-10-07,157
ML02205,P0377,Structural,2022-12-28,685
ML02206,P0173,Electrical,2023-10-02,2940
ML02207,P0194,Electrical,2023-02-02,3215
ML02208,P0004,Electrical,2024-05-30,1068
ML02209,P0231,Electrical,2023-05-08,1025
ML02210,P0339,Plumbing,2024-06-24,4812
ML02211,P0196,Cleaning,2023-01-26,3975
ML02212,P0035,Electrical,2024-08-09,1776
ML02213,P0441,Electrical,2023-09-26,1511
ML02214,P0235,Electrical,2023-04-26,104
ML02215,P0235,Plumbing,2023-09-25,775
ML02216,P0085,Cleaning,2023-01-05,1117
ML02217,P0194,Plumbing,2024-07-25,3389
ML02218,P0100,Cleaning,2023-08-04,3653
ML02219,P0214,Plumbing,2023-02-17,3538
ML02220,P0259,Structural,2024-04-26,2383
ML02221,P0022,Plumbing,2024-09-18,137
ML02222,P0192,Plumbing,2022-11-05,3735
ML02223,P0130,Cleaning,2024-08-29,998
ML02224,P0218,Electrical,2024-07-14,1683
ML02225,P0249,Structural,2023-12-02,797
ML02226,P0107,Electrical,2024-10-02,2244
ML02227,P0016,Electrical,2024-03-07,3260
ML02228,P0432,Electrical,2023-11-30,113
ML02229,P0380,Plumbing,2023-07-06,2964
ML02230,P0344,Cleaning,2023-04-01,2403
ML02231,P0029,Plumbing,2022-10-29,950
ML02232,P0021,Cleaning,2023-10-10,2714
ML02233,P0388,Plumbing,2024-02-25,4518
ML02234,P0428,Cleaning,2024-10-07,586
ML02235,P0006,Electrical,2024-09-24,3366
ML02236,P0342,Plumbing,2024-08-16,2534
ML02237,P0500,Electrical,2023-06-15,677
ML02238,P0268,Cleaning,2022-11-20,1898
ML02239,P0318,Cleaning,2024-02-05,2035
ML02240,P0051,Structural,2024-01-11,2766
ML02241,P0425,Plumbing,2023-09-19,870
ML02242,P0238,Plumbing,2024-05-10,3369
ML02243,P0339,Structural,2023-03-25,4791
ML02244,P0313,Structural,2023-10-07,872
ML02245,P0151,Plumbing,2024-07-03,1380
ML02246,P0081,Plumbing,2024-01-09,1612
ML02247,P0228,Cleaning,2023-04-23,1033
ML02248,P0106,Structural,2023-06-14,215
ML02249,P0026,Cleaning,2023-09-22,1048
ML02250,P0185,Plumbing,2022-10-29,2759
ML02251,P0306,Plumbing,2022-11-29,4389
ML02252,P0279,Electrical,2024-10-13,958
ML02253,P0143,Plumbing,2023-06-18,2196
ML02254,P0062,Structural,2024-01-13,1636
ML02255,P0150,Cleaning,2024-07-26,427
ML02256,P0459,Plumbing,2024-04-27,2952
ML02257,P0238,Structural,2024-05-01,4078
ML02258,P0340,Plumbing,2022-11-28,167
ML02259,P0217,Electrical,2024-08-07,2779
ML02260,P0399,Structural,2023-04-17,3552
ML02261,P0151,Electrical,2024-04-25,2002
ML02262,P0426,Electrical,2023-11-02,3453
ML02263,P0469,Cleaning,2023-11-30,4610
ML02264,P0102,Plumbing,2023-10-14,4423
ML02265,P0068,Electrical,2023-12-20,3697
ML02266,P0363,Cleaning,2023-05-08,4145
ML02267,P0249,Plumbing,2024-09-30,494
ML02268,P0097,Plumbing,2024-09-16,4052
ML02269,P0482,Plumbing,2023-08-20,3030
ML02270,P0261,Structural,2023-11-30,976
ML02271,P0384,Electrical,2024-08-17,3722
ML02272,P0098,Plumbing,2023-03-04,345
ML02273,P0463,Structural,2022-12-20,1636
ML02274,P0126,Plumbing,2023-02-22,4110
ML02275,P0043,Electrical,2024-07-06,3762
ML02276,P0160,Structural,2022-11-25,832
ML02277,P0497,Structural,2024-03-22,732
ML02278,P0167,Plumbing,2023-11-19,2267
ML02279,P0023,Electrical,2023-11-13,4171
ML02280,P0147,Electrical,2023-03-12,2015
ML02281,P0378,Plumbing,2022-12-12,749
ML02282,P0144,Electrical,2024-03-14,4198
ML02283,P0385,Plumbing,2023-12-05,1288
ML02284,P0300,Cleaning,2024-09-14,4141
ML02285,P0215,Cleaning,2023-10-31,4714
ML02286,P0342,Structural,2023-07-24,3527
ML02287,P0292,Plumbing,2024-04-02,3015
ML02288,P0365,Cleaning,2024-06-13,2717
ML02289,P0100,Electrical,2024-08-24,1277
ML02290,P0143,Structural,2024-06-05,4311
ML02291,P0265,Cleaning,2024-03-11,1337
ML02292,P0301,Structural,2023-07-02,1733
ML02293,P0432,Plumbing,2024-06-28,4331
ML02294,P0099,Structural,2023-04-11,4875
ML02295,P0168,Electrical,2023-11-15,3895
ML02296,P0469,Cleaning,2024-10-08,1541
ML02297,P0093,Electrical,2024-03-11,2431
ML02298,P0220,Cleaning,2022-11-04,3008
ML02299,P0125,Plumbing,2024-10-23,4035
ML02300,P0041,Plumbing,2024-09-13,1834
ML02301,P0119,Plumbing,2024-06-21,4141
ML02302,P0250,Structural,2023-08-20,2971
ML02303,P0327,Electrical,2023-06-07,4385
ML02304,P0249,Cleaning,2023-07-17,1541
ML02305,P0033,Cleaning,2023-05-08,143
ML02306,P0440,Cleaning,2023-08-30,2930
ML02307,P0244,Cleaning,2023-06-26,1905
ML02308,P0307,Cleaning,2024-03-13,4437
ML02309,P0317,Electrical,2023-08-04,4406
ML02310,P0286,Electrical,2024-01-07,230
ML02311,P0350,Structural,2022-11-17,3910
ML02312,P0041,Cleaning,2023-10-25,1396
ML02313,P0158,Plumbing,2023-02-28,3068
ML02314,P0004,Electrical,2023-07-12,1614
ML02315,P0384,Cleaning,2023-04-08,1342
ML02316,P0096,Structural,2023-09-09,3557
ML02317,P0255,Structural,2023-12-20,2520
ML02318,P0040,Structural,2022-12-10,2973
